,Unnamed: 0,상가업소번호,상권업종대분류명,상권업종중분류명,상권업종소분류명,지번주소,도로명주소,위도,경도
159,150661,16067683,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 영등포구 영등포동7가 47-2,서울특별시 영등포구 영중로 83,37.5237453,126.9048934
160,151324,22488158,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 영등포구 대림동 990-45,서울특별시 영등포구 대림로 85,37.48966464,126.9045544
161,152359,16029363,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 서린동 154-1,서울특별시 종로구 종로 6,37.56983193,126.9780823
162,158217,22353150,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 도봉구 창동 578-143,서울특별시 도봉구 덕릉로 233-5,37.63894778,127.0377776
163,159936,21852335,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 구로구 궁동 204-9,서울특별시 구로구 부일로 951,37.49334927,126.8329748
164,161633,21863627,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 상일동 318,서울특별시 강동구 상암로81길 51,37.54632783,127.1692692
165,162366,21811812,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 광진구 구의동 587,서울특별시 광진구 강변역로 2,37.53774175,127.0899419
166,163373,21813546,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강서구 가양동 1472-2,서울특별시 강서구 허준로 95-5,37.56721804,126.8515419
167,164355,16085548,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 양천구 목동 905-16,서울특별시 양천구 목동서로 117,37.53283736,126.8761803
168,165143,22402054,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성북구 석관동 182-40,서울특별시 성북구 한천로 584,37.61164437,127.062153
169,165276,22532792,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 남현동 1065-33,서울특별시 관악구 남부순환로272길 38,37.47483566,126.978224
170,166747,22534326,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 금천구 시흥동 852-55,서울특별시 금천구 독산로 123,37.45821367,126.9050585
171,168636,22543107,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 신림동 244-20,서울특별시 관악구 대학5길 38,37.46913717,126.9399442
172,171466,15939672,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 삼성동 106,서울특별시 강남구 영동대로112길 15,37.51560669,127.0616481
173,172285,21455319,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 월계동 447-1,서울특별시 노원구 광운로 20,37.619317,127.0582279
174,172444,21436993,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성동구 용답동 228-5,서울특별시 성동구 천호대로 378,37.56167097,127.0608329
175,173635,21806513,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 상계동 724-2,서울특별시 노원구 노해로 492,37.65444766,127.0626575
176,174552,22567787,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 봉천동 7-270,서울특별시 관악구 관악로 249-1,37.48676664,126.9566903
177,176458,22103464,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 삼전동 72-4,서울특별시 송파구 백제고분로 256,37.50230428,127.0947718
178,178660,22438709,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 광진구 중곡동 607-10,서울특별시 광진구 용마산로 189,37.57061661,127.085863
179,179373,20844902,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 도봉구 창동 327,서울특별시 도봉구 노해로 309,37.65182765,127.0427111
180,181070,22549107,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 삼성동 166-8,서울특별시 강남구 영동대로96길 37,37.51166365,127.0655094
181,181180,22810311,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 신림동 504-1,서울특별시 관악구 조원로 118,37.4850082,126.9155112
182,181998,22417433,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성동구 옥수동 559,서울특별시 성동구 독서당로 184,37.54201746,127.0120476
183,182451,20843489,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 오금동 50-3,서울특별시 송파구 오금로 323,37.50253628,127.1280092
184,183038,22582579,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84,37.50479846,126.953838
185,184382,20851747,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 삼성동 112-22,서울특별시 강남구 선릉로 572,37.50953943,127.0443955
186,185558,22277384,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 중구 봉래동1가 5-36,서울특별시 중구 칠패로 42,37.55946657,126.973538
187,189174,21912294,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 천호동 121-93,서울특별시 강동구 성안로 191,37.5401094,127.1364546
188,193454,21858336,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 구로구 신도림동 338,서울특별시 구로구 경인로67길 23,37.5106508,126.889204
189,194007,21896924,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 성내동 440-28,서울특별시 강동구 양재대로 1309,37.5234141,127.1341695
190,194511,8658116,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 중구 을지로4가 312-1,서울특별시 중구 을지로 154-2,37.56619403,126.9951452
191,196832,22203770,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 숭인동 53-25,서울특별시 종로구 지봉로 88,37.57799838,127.0155462
192,198327,22564721,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강서구 화곡동 349-15,서울특별시 강서구 강서로17길 6,37.53341229,126.8451813
193,198333,22404956,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 상계동 101-62,서울특별시 노원구 덕릉로113길 18,37.66629235,127.0770172
194,199126,22472347,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 구로구 고척동 76-284,서울특별시 구로구 중앙로3길 53,37.49843201,126.8616888
195,201570,21791706,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 은평구 갈현동 489-5,서울특별시 은평구 서오릉로 190,37.61367625,126.9125353
196,205652,21847808,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 반포동 4-13,서울특별시 서초구 신반포로19길 40,37.50453152,126.9946943
